Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude
27,1,58,12961987,1,5,4,,,,
27,1,41,12971187,1,5,5,,,,
63,1,47,12971834,1,4,3,,,,
41,1,63,12981424,1,5,4,,,,
63,1,58,12982017,1,4,4,,,,
37,0,63,12985445,1,,,,,,
37,0,41,12987894,1,,,,,,
27,1,34,12989331,1,5,5,,,,
41,0,43,12995812,1,,,,,,
56,0,34,13007831,1,,,,,,
47,1,45,13010684,1,3,3,,,,
63,1,37,13025545,1,4,5,,,,
57,0,58,13027297,1,,,,,,
58,0,63,13033261,1,,,,,,
56,1,41,13066121,1,0,5,,,,
58,0,43,13088663,1,,,,,,
56,1,41,13102295,1,0,5,,,,
47,0,39,13111711,1,,,,,,
41,1,45,13137446,1,5,3,,,,
41,1,27,13140587,1,5,5,,,,
58,0,37,13152725,1,,,,,,
47,0,39,13199808,1,,,,,,
58,0,34,13224739,1,,,,,,
63,1,56,13228753,1,4,0,,,,
79,6,70,13242406,3,4,3,,,,
63,0,58,13243984,1,,,,,,
57,0,34,13259976,1,,,,,,
34,1,63,13271787,1,5,4,,,,
27,1,37,13287324,1,5,5,,,,
63,1,56,13292582,1,4,0,,,,
56,0,57,13338586,1,,,,,,
56,1,58,13381556,1,0,4,,,,
58,0,34,13385982,1,,,,,,
58,0,47,13390684,1,,,,,,
56,0,57,13403979,1,,,,,,
63,1,56,13404699,1,4,0,,,,
34,0,58,13413050,1,,,,,,
77,6,81,13415206,2,3,1,,,,
58,0,27,13424515,1,,,,,,
58,0,43,13462140,1,,,,,,
47,0,58,13463022,1,,,,,,
58,1,43,13464214,1,4,3,,,,
37,0,47,13495384,1,,,,,,
58,0,56,13504512,1,,,,,,
63,1,56,13505192,1,4,0,,,,
57,0,34,13529943,1,,,,,,
41,1,63,13550297,1,5,4,,,,
63,1,41,13558122,1,4,5,,,,
57,0,45,13560834,1,,,,,,
58,1,37,13573551,1,4,5,,,,
63,1,45,13577693,1,4,3,,,,
63,1,27,13577774,1,4,5,,,,
67,0,39,13596943,1,,,,,,
56,0,41,13627582,1,,,,,,
67,2,657187,13629169,300,,,,,,
39,3,657187,13629169,300,,,,,,
58,0,47,13681612,1,,,,,,
37,0,45,13712870,1,,,,,,
41,0,56,13760644,1,,,,,,
58,0,56,13782667,1,,,,,,
37,0,45,13784663,1,,,,,,
56,1,45,13785456,1,0,3,,,,
63,0,47,13803408,1,,,,,,
27,1,43,13820204,1,5,3,,,,
63,1,37,13821145,1,4,5,,,,
37,0,45,13821900,1,,,,,,
37,0,63,13839805,1,,,,,,
57,0,41,13850903,1,,,,,,
45,1,43,13860291,1,3,3,,,,
34,1,56,13879565,1,5,0,,,,
34,1,58,13885382,1,5,4,,,,
63,1,58,13966260,1,4,4,,,,
41,1,27,13968398,1,5,5,,,,
56,1,45,13970640,1,0,3,,,,
34,1,41,13977408,1,5,5,,,,
47,1,57,13982397,1,3,0,,,,
63,1,43,13998759,1,4,3,,,,
56,0,37,13999617,1,,,,,,
47,1,56,14005495,1,3,0,,,,
78,6,70,14020006,4,4,3,,,,
58,0,56,14029753,1,,,,,,
41,1,57,14060371,1,5,0,,,,
41,1,58,14070628,1,5,4,,,,
27,1,45,14092808,1,5,3,,,,
41,1,37,14103223,1,5,5,,,,
41,0,43,14145805,1,,,,,,
63,0,58,14203430,1,,,,,,
41,0,57,14246262,1,,,,,,
37,1,34,14260078,1,5,5,,,,
41,1,56,14265140,1,5,0,,,,
27,1,58,14270242,1,5,4,,,,
41,0,63,14280640,1,,,,,,
27,1,43,14291429,1,5,3,,,,
41,1,27,14300502,1,5,5,,,,
45,1,56,14327408,1,3,0,,,,
37,0,63,14333265,1,,,,,,
63,1,47,14339955,1,4,3,,,,
34,1,45,14386074,1,5,3,,,,
34,1,27,14390488,1,5,5,,,,
56,1,43,14392670,1,0,3,,,,
41,0,37,14394386,1,,,,,,
58,0,27,14397478,1,,,,,,
57,0,41,14399750,1,,,,,,
37,0,63,14414557,1,,,,,,
45,1,63,14450765,1,3,4,,,,
57,0,63,14451353,1,,,,,,
41,0,63,14457027,1,,,,,,
67,2,657187,14475818,600,,,,,,
39,3,657187,14475818,600,,,,,,
27,1,41,14482180,1,5,5,,,,
57,0,37,14499063,1,,,,,,
56,1,43,14523347,1,0,3,,,,
57,0,43,14584637,1,,,,,,
47,0,56,14589887,1,,,,,,
63,0,45,14594292,1,,,,,,
56,1,34,14690719,1,0,5,,,,
39,0,67,14739866,1,,,,,,
67,0,39,14848935,1,,,,,,
78,6,69,14884006,1,2,4,,,,
79,6,69,15056806,3,2,4,,,,
67,2,657187,15251393,300,,,,,,
39,3,657187,15251393,300,,,,,,
67,2,657187,15278449,600,,,,,,
39,3,657187,15278449,600,,,,,,
80,6,76,15575206,3,1,2,,,,
77,6,76,15661606,1,1,2,,,,
78,6,76,15661606,4,1,2,,,,
77,6,69,15661606,4,2,4,,,,
79,6,76,15834406,2,1,2,,,,
80,6,69,15834406,5,2,4,,,,
82,6,69,16871206,5,2,4,,,,
39,0,67,16886202,1,,,,,,
67,0,39,17107410,1,,,,,,
67,2,657187,17295721,800,,,,,,
39,3,657187,17295721,800,,,,,,
83,6,69,17562406,1,2,4,,,,
67,0,39,17578029,1,,,,,,
84,6,69,17648806,1,2,4,,,,
73,6,70,17994406,3,0,3,,,,
67,0,39,18310539,1,,,,,,
75,6,70,18685606,5,0,3,,,,
75,6,76,18858406,4,3,2,,,,
39,0,67,19130444,1,,,,,,
73,6,76,19204006,4,3,2,,,,
74,6,70,19636006,1,0,3,,,,
67,2,657187,19649264,300,,,,,,
39,3,657187,19649264,300,,,,,,
74,6,76,19722406,1,3,2,,,,
67,0,39,19816718,1,,,,,,
67,0,39,20234221,1,,,,,,
39,0,67,20334109,1,,,,,,
67,0,39,21023804,1,,,,,,
74,6,71,21796006,2,2,0,,,,
75,6,71,21882406,1,2,0,,,,
58,0,63,21909458,1,,,,,,
73,6,71,21968806,2,2,0,,,,
41,0,63,21970411,1,,,,,,
39,0,67,22095863,1,,,,,,
58,0,41,22112743,1,,,,,,
63,0,58,22114856,1,,,,,,
63,0,41,22231923,1,,,,,,
63,0,41,22263080,1,,,,,,
63,0,58,22450174,1,,,,,,
58,0,63,22483985,1,,,,,,
63,0,58,22727538,1,,,,,,
41,1,58,22769068,1,5,4,,,,
45,1,47,22801529,1,3,3,,,,
45,1,43,22804793,1,3,3,,,,
45,1,58,22853101,1,3,4,,,,
63,1,58,22865122,1,4,4,,,,
63,0,41,22869613,1,,,,,,
43,0,45,22872911,1,,,,,,
63,1,58,22883659,1,4,4,,,,
43,1,45,22899855,1,3,3,,,,
43,0,47,22924179,1,,,,,,
39,0,67,22927583,1,,,,,,
63,0,41,22939151,1,,,,,,
43,0,47,22959591,1,,,,,,
43,0,41,22989881,1,,,,,,
41,1,58,23002147,1,5,4,,,,
41,1,45,23013624,1,5,3,,,,
41,1,63,23017302,1,5,4,,,,
58,1,47,23041265,1,4,3,,,,
45,1,63,23050428,1,3,4,,,,
41,1,58,23081762,1,5,4,,,,
63,0,41,23092687,1,,,,,,
63,0,58,23095880,1,,,,,,
41,1,45,23123152,1,5,3,,,,
63,1,58,23172774,1,4,4,,,,
58,0,63,23203055,1,,,,,,
63,0,47,23271421,1,,,,,,
45,1,58,23275805,1,3,4,,,,
41,1,58,23301163,1,5,4,,,,
45,1,47,23308016,1,3,3,,,,
43,1,58,23332788,1,3,4,,,,
39,0,67,23416330,1,,,,,,
45,1,41,23440550,1,3,5,,,,
43,1,41,23479630,1,3,5,,,,
41,1,43,23486223,1,5,3,,,,
58,0,63,23488714,1,,,,,,
63,0,58,23513489,1,,,,,,
43,1,45,23550807,1,3,3,,,,
47,1,58,23566178,1,3,4,,,,
41,1,63,23578990,1,5,4,,,,
63,1,58,23594201,1,4,4,,,,
63,0,45,23627046,1,,,,,,
41,1,47,23632718,1,5,3,,,,
63,0,41,23681744,1,,,,,,
45,1,47,23690321,1,3,3,,,,
63,1,41,23760559,1,4,5,,,,
43,1,45,23765702,1,3,3,,,,
47,0,63,23862424,1,,,,,,
47,0,63,23924027,1,,,,,,
63,0,47,23945816,1,,,,,,
43,0,63,23961635,1,,,,,,
43,0,45,23983547,1,,,,,,
47,0,63,24004131,1,,,,,,
47,0,41,24046907,1,,,,,,
43,0,41,24058200,1,,,,,,
41,1,45,24074450,1,5,3,,,,
39,6,70,24128806,3,4,3,,,,
63,0,58,24137054,1,,,,,,
63,1,43,24137758,1,4,3,,,,
47,0,58,24138222,1,,,,,,
63,0,41,24153531,1,,,,,,
63,1,58,24160890,1,4,4,,,,
45,1,47,24164634,1,3,3,,,,
41,1,58,24182535,1,5,4,,,,
63,0,45,24188349,1,,,,,,
41,1,47,24203836,1,5,3,,,,
63,0,41,24211527,1,,,,,,
41,1,45,24219466,1,5,3,,,,
63,0,58,24237816,1,,,,,,
43,0,58,24244895,1,,,,,,
45,1,43,24256073,1,3,3,,,,
41,1,63,24257141,1,5,4,,,,
43,0,47,24275315,1,,,,,,
58,1,45,24276374,1,4,3,,,,
58,1,45,24308246,1,4,3,,,,
63,0,43,24352493,1,,,,,,
43,0,45,24362995,1,,,,,,
43,0,41,24369089,1,,,,,,
43,0,45,24387981,1,,,,,,
43,0,63,24391453,1,,,,,,
63,0,43,24409004,1,,,,,,
45,1,58,24418365,1,3,4,,,,
47,0,43,24454340,1,,,,,,
47,0,63,24464822,1,,,,,,
58,0,63,24483404,1,,,,,,
58,0,41,24489479,1,,,,,,
41,1,47,24506003,1,5,3,,,,
63,1,41,24525241,1,4,5,,,,
47,1,63,24542559,1,3,4,,,,
58,1,43,24546389,1,4,3,,,,
40,6,70,24560806,3,4,3,,,,
63,1,41,24608324,1,4,5,,,,
41,1,43,24614505,1,5,3,,,,
58,0,47,24616167,1,,,,,,
41,1,47,24621628,1,5,3,,,,
63,0,45,24626993,1,,,,,,
43,0,63,24630145,1,,,,,,
43,1,45,24648911,1,3,3,,,,
43,0,47,24654813,1,,,,,,
63,0,58,24668305,1,,,,,,
47,0,58,24680443,1,,,,,,
47,0,45,24690160,1,,,,,,
40,6,69,24733606,1,5,4,,,,
41,6,70,24733606,3,4,3,,,,
41,1,58,24826147,1,5,4,,,,
43,0,63,24842182,1,,,,,,
63,1,58,24852569,1,4,4,,,,
58,0,63,24893862,1,,,,,,
63,0,45,24902361,1,,,,,,
43,1,47,24931004,1,3,3,,,,
63,1,41,24942379,1,4,5,,,,
41,1,58,24944789,1,5,4,,,,
43,1,45,24965039,1,3,3,,,,
41,1,63,25001456,1,5,4,,,,
41,1,47,25001728,1,5,3,,,,
47,0,63,25013037,1,,,,,,
47,0,41,25033701,1,,,,,,
41,1,58,25064109,1,5,4,,,,
63,0,58,25112269,1,,,,,,
45,1,63,25113055,1,3,4,,,,
47,0,58,25130089,1,,,,,,
47,0,58,25143953,1,,,,,,
47,0,58,25148270,1,,,,,,
39,6,69,25165606,2,5,4,,,,
41,1,63,25166978,1,5,4,,,,
63,0,41,25186313,1,,,,,,
41,6,69,25252006,3,5,4,,,,
41,1,63,25268027,1,5,4,,,,
34,0,27,26052109,1,,,,,,
37,1,27,26053221,1,5,5,,,,
34,0,37,26057996,1,,,,,,
34,0,37,26058225,1,,,,,,
34,0,27,26058458,1,,,,,,
37,0,41,26058758,1,,,,,,
34,0,37,26063929,1,,,,,,
34,0,41,26065708,1,,,,,,
27,1,37,26067388,1,5,5,,,,
41,1,56,26069480,1,5,0,,,,
27,0,37,26071702,1,,,,,,
37,1,27,26075091,1,5,5,,,,
56,0,57,26075194,1,,,,,,
34,0,41,26077285,1,,,,,,
37,0,41,26078857,1,,,,,,
27,0,34,26082186,1,,,,,,
34,0,37,26082274,1,,,,,,
27,0,41,26083889,1,,,,,,
27,0,37,26091037,1,,,,,,
56,0,57,26091373,1,,,,,,
37,1,27,26092025,1,5,5,,,,
27,1,41,26092138,1,5,5,,,,
34,0,37,26092214,1,,,,,,
27,1,37,26099201,1,5,5,,,,
41,0,27,26102095,1,,,,,,
27,1,34,26103327,1,5,5,,,,
27,0,41,26105666,1,,,,,,
37,0,27,26105994,1,,,,,,
34,0,37,26107247,1,,,,,,
37,1,41,26107546,1,5,5,,,,
27,0,37,26108585,1,,,,,,
34,0,27,26112417,1,,,,,,
27,1,37,26113084,1,5,5,,,,
27,1,37,26116556,1,5,5,,,,
27,0,37,26118864,1,,,,,,
27,1,34,26122521,1,5,5,,,,
41,1,57,26123883,1,5,0,,,,
27,1,34,26124086,1,5,5,,,,
37,1,34,26127395,1,5,5,,,,
27,0,37,26128324,1,,,,,,
56,0,57,26307606,1,,,,,,
56,0,57,26356812,1,,,,,,
57,1,41,26367279,1,0,5,,,,
56,0,41,26398401,1,,,,,,
41,0,56,26429126,1,,,,,,
56,0,57,26483776,1,,,,,,
41,0,57,26513034,1,,,,,,
56,0,41,26513340,1,,,,,,
56,0,41,26591868,1,,,,,,
40,6,71,26634406,6,3,0,,,,
40,6,72,26634406,3,0,5,,,,
41,0,56,26639985,1,,,,,,
41,1,56,26648091,1,5,0,,,,
57,1,41,26648577,1,0,5,,,,
41,1,56,26714680,1,5,0,,,,
41,6,71,26720806,4,3,0,,,,
41,1,57,26736418,1,5,0,,,,
41,1,57,26769074,1,5,0,,,,
56,0,41,26803475,1,,,,,,
56,0,57,26812145,1,,,,,,
57,1,56,26842692,1,0,0,,,,
41,1,56,26849802,1,5,0,,,,
56,0,41,26956674,1,,,,,,
39,6,71,26980006,1,3,0,,,,
41,1,56,26980042,1,5,0,,,,
41,0,56,26980978,1,,,,,,
57,1,41,27014691,1,0,5,,,,
41,0,56,27049212,1,,,,,,
57,1,56,27054205,1,0,0,,,,
41,6,72,27066406,6,0,5,,,,
56,0,57,27097980,1,,,,,,
56,0,41,27135128,1,,,,,,
56,0,57,27150761,1,,,,,,
39,6,72,27152806,3,0,5,,,,
41,1,57,27160169,1,5,0,,,,
57,1,56,27205975,1,0,0,,,,
41,0,57,27222388,1,,,,,,
87,6,71,27844006,2,1,0,,,,
85,6,81,28103206,1,5,1,,,,
85,6,71,28794406,4,1,0,,,,
86,6,71,29399206,5,1,0,,,,
86,6,81,30004006,3,5,1,,,,
87,6,81,30004006,2,5,1,,,,
87,6,72,30054406,1,3,5,,,,
86,6,70,30400006,2,0,3,,,,
87,6,70,30572806,1,0,3,,,,
85,6,70,30659206,1,0,3,,,,
85,6,72,30832006,3,3,5,,,,
86,6,72,31004806,3,3,5,,,,
2,5,630626,31536000,5000,,,,,,
2,5,536346,31536000,1000,,,,,,
510031,5,2,31536000,600,,,,,,
2,5,520660,31536000,3000,,,,,,
552988,5,2,31536000,40000,,,,,,
2,5,567195,31536000,4000,,,,,,
2,5,527449,31536000,100,,,,,,
2,5,459381,31536000,900,,,,,,
2,5,595298,31536000,2000,,,,,,
2,5,466907,31536000,600,,,,,,
2,5,589943,31536000,2000,,,,,,
2,5,577992,31536000,3000,,,,,,
2,5,537281,31536000,400,,,,,,
2,5,523927,31536000,200,,,,,,
2,5,580426,31536000,1000,,,,,,
2,5,595581,31536000,3000,,,,,,
2,5,642329,31536000,1000,,,,,,
2,5,503701,31536000,1000,,,,,,
2,5,571970,31536000,20,,,,,,
2,5,644226,31536000,500,,,,,,
2,5,632961,31536000,10,,,,,,
2,5,473173,31536000,2000,,,,,,
2,5,620120,31536000,5000,,,,,,
2,5,621924,31536000,700,,,,,,
27,5,630626,31536000,6000,,,,,,
27,5,536346,31536000,900,,,,,,
510031,5,27,31536000,1000,,,,,,
27,5,520660,31536000,6000,,,,,,
552988,5,27,31536000,50000,,,,,,
27,5,567195,31536000,5000,,,,,,
27,5,527449,31536000,400,,,,,,
27,5,459381,31536000,700,,,,,,
27,5,595298,31536000,700,,,,,,
27,5,466907,31536000,600,,,,,,
27,5,589943,31536000,5000,,,,,,
27,5,577992,31536000,2000,,,,,,
27,5,537281,31536000,50,,,,,,
27,5,595581,31536000,1000,,,,,,
27,5,616315,31536000,800,,,,,,
27,5,642329,31536000,2000,,,,,,
27,5,503701,31536000,4000,,,,,,
27,5,644226,31536000,800,,,,,,
27,5,632961,31536000,300,,,,,,
27,5,473173,31536000,700,,,,,,
27,5,620120,31536000,9000,,,,,,
29,5,630626,31536000,6000,,,,,,
29,5,536346,31536000,1000,,,,,,
552988,5,29,31536000,30000,,,,,,
29,5,567195,31536000,4000,,,,,,
29,5,527449,31536000,200,,,,,,
29,5,459381,31536000,600,,,,,,
29,5,595298,31536000,1000,,,,,,
29,5,466907,31536000,800,,,,,,
29,5,589943,31536000,2000,,,,,,
29,5,577992,31536000,2000,,,,,,
29,5,537281,31536000,200,,,,,,
29,5,595581,31536000,500,,,,,,
29,5,616315,31536000,400,,,,,,
29,5,642329,31536000,100,,,,,,
29,5,503701,31536000,1000,,,,,,
29,5,644226,31536000,200,,,,,,
29,5,632961,31536000,500,,,,,,
29,5,473173,31536000,1000,,,,,,
29,5,620120,31536000,6000,,,,,,
29,5,575030,31536000,8000,,,,,,
29,5,621924,31536000,400,,,,,,
31,5,503218,31536000,500,,,,,,
31,5,630626,31536000,4000,,,,,,
31,5,536346,31536000,1000,,,,,,
31,5,520660,31536000,2000,,,,,,
552988,5,31,31536000,9000,,,,,,
31,5,567195,31536000,1000,,,,,,
31,5,527449,31536000,400,,,,,,
31,5,459381,31536000,500,,,,,,
31,5,595298,31536000,1000,,,,,,
31,5,466907,31536000,400,,,,,,
31,5,577992,31536000,70,,,,,,
31,5,537281,31536000,600,,,,,,
31,5,580426,31536000,200,,,,,,
31,5,595581,31536000,200,,,,,,
31,5,616315,31536000,500,,,,,,
31,5,642329,31536000,200,,,,,,
31,5,503701,31536000,2000,,,,,,
31,5,644226,31536000,1000,,,,,,
31,5,632961,31536000,300,,,,,,
31,5,473173,31536000,2000,,,,,,
31,5,620120,31536000,700,,,,,,
31,5,575030,31536000,5000,,,,,,
31,5,621924,31536000,900,,,,,,
33,5,630626,31536000,5000,,,,,,
510031,5,33,31536000,400,,,,,,
552988,5,33,31536000,40000,,,,,,
33,5,567195,31536000,2000,,,,,,
33,5,527449,31536000,500,,,,,,
33,5,459381,31536000,100,,,,,,
33,5,595298,31536000,3000,,,,,,
33,5,466907,31536000,500,,,,,,
