Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude
572413,1,629627,1830463,1,4,4,-2.24962,-165.651,-1.16067,-162.983
572413,1,505965,1844074,1,4,4,-2.24962,-165.651,-3.88606,-166.186
572413,1,505965,1873199,1,4,4,-2.24962,-165.651,-3.88606,-166.186
541017,0,563211,1982342,1,,,,,,
585212,1,563211,2213247,1,4,1,5.62833,-161.113,-27.3353,-18.2227
541017,1,629627,2381635,1,1,4,-29.4524,-13.6491,-1.16067,-162.983
585212,1,541017,2457218,1,4,1,5.62833,-161.113,-29.4524,-13.6491
585212,1,599441,2507087,1,4,4,5.62833,-161.113,2.74785,-162.275
541017,1,563211,2585350,1,1,1,-29.4524,-13.6491,-27.3353,-18.2227
599441,0,527597,2746226,1,,,,,,
582851,1,541017,2875591,1,1,1,-26.6688,-7.31949,-29.4524,-13.6491
629627,0,585212,2950741,1,,,,,,
599441,0,534034,3023537,1,,,,,,
527597,0,563211,3050236,1,,,,,,
582851,1,527597,3110367,1,1,1,-26.6688,-7.31949,-27.555,-13.373
599441,0,629627,3153653,1,,,,,,
582851,1,585212,3225713,1,1,4,-26.6688,-7.31949,5.62833,-161.113
629627,0,582851,3409195,1,,,,,,
582851,1,563211,3422276,1,1,1,-26.6688,-7.31949,-27.3353,-18.2227
541017,1,563211,3502862,1,1,1,-29.4524,-13.6491,-27.3353,-18.2227
629627,0,599441,3581012,1,,,,,,
563211,0,585212,4177530,1,,,,,,
534034,0,629627,4287760,1,,,,,,
541017,0,527597,4424230,1,,,,,,
629627,0,585212,4440724,1,,,,,,
629627,0,527597,4555568,1,,,,,,
527597,0,534034,4752011,1,,,,,,
629627,0,599441,4819651,1,,,,,,
644830,0,585212,4940501,1,,,,,,
527597,1,585212,4954955,1,1,4,-27.555,-13.373,5.62833,-161.113
644830,0,488928,4992132,1,,,,,,
527597,1,585212,5005411,1,1,4,-27.555,-13.373,5.62833,-161.113
527597,0,599441,5032573,1,,,,,,
534034,0,629627,5150002,1,,,,,,
541017,0,599441,5179013,1,,,,,,
527597,0,629627,5254924,1,,,,,,
541017,1,629627,5393531,1,1,4,-29.4524,-13.6491,-1.16067,-162.983
527597,0,585212,5573115,1,,,,,,
585212,0,644830,5573577,1,,,,,,
488928,0,585212,5720004,1,,,,,,
527597,1,534034,5742927,1,1,4,-27.555,-13.373,0.486228,-168.472
599441,0,585212,5814474,1,,,,,,
585212,0,644830,5870257,1,,,,,,
585212,0,488928,5876469,1,,,,,,
534034,0,585212,5906427,1,,,,,,
644830,0,488928,5932656,1,,,,,,
585212,1,629627,5992930,1,4,4,5.62833,-161.113,-1.16067,-162.983
488928,0,585212,6002958,1,,,,,,
527597,1,599441,6010507,1,1,4,-27.555,-13.373,2.74785,-162.275
644830,0,585212,6015112,1,,,,,,
585212,0,488928,6226591,1,,,,,,
585212,0,488928,6272425,1,,,,,,
582851,1,629627,6341437,1,1,4,-26.6688,-7.31949,-1.16067,-162.983
488928,0,585212,6359006,1,,,,,,
527597,1,563211,6384799,1,1,1,-27.555,-13.373,-27.3353,-18.2227
585212,1,629627,6426720,1,4,4,5.62833,-161.113,-1.16067,-162.983
541017,0,585212,6443424,1,,,,,,
629627,0,534034,6598227,1,,,,,,
585212,1,563211,6616656,1,4,1,5.62833,-161.113,-27.3353,-18.2227
488928,0,585212,6703224,1,,,,,,
585212,0,644830,6733654,1,,,,,,
527597,1,585212,6751549,1,1,4,-27.555,-13.373,5.62833,-161.113
585212,1,599441,6784532,1,4,4,5.62833,-161.113,2.74785,-162.275
644830,0,585212,6821216,1,,,,,,
541017,0,585212,6864201,1,,,,,,
599441,0,582851,6878154,1,,,,,,
585212,0,488928,6941544,1,,,,,,
527597,1,582851,6944750,1,1,1,-27.555,-13.373,-26.6688,-7.31949
644830,0,488928,7096778,1,,,,,,
585212,1,563211,7097908,1,4,1,5.62833,-161.113,-27.3353,-18.2227
488928,0,585212,7127283,1,,,,,,
582851,1,563211,7191426,1,1,1,-26.6688,-7.31949,-27.3353,-18.2227
644830,0,488928,7243181,1,,,,,,
527597,1,582851,7261450,1,1,1,-27.555,-13.373,-26.6688,-7.31949
541017,0,527597,7359754,1,,,,,,
527597,1,582851,7388590,1,1,1,-27.555,-13.373,-26.6688,-7.31949
585212,0,644830,7489945,1,,,,,,
527597,1,585212,7574087,1,1,4,-27.555,-13.373,5.62833,-161.113
541017,0,629627,7693360,1,,,,,,
585212,0,488928,7808131,1,,,,,,
541017,1,563211,7818079,1,1,1,-29.4524,-13.6491,-27.3353,-18.2227
563211,0,527597,7969021,1,,,,,,
599441,0,585212,8043145,1,,,,,,
563211,0,534034,8102282,1,,,,,,
644830,0,488928,8127107,1,,,,,,
585212,1,534034,8142014,1,4,4,5.62833,-161.113,0.486228,-168.472
541017,1,582851,8167759,1,1,1,-29.4524,-13.6491,-26.6688,-7.31949
629627,0,527597,8168946,1,,,,,,
541017,0,527597,8294685,1,,,,,,
629627,0,563211,8357396,1,,,,,,
582851,1,563211,8376183,1,1,1,-26.6688,-7.31949,-27.3353,-18.2227
541017,0,629627,8433984,1,,,,,,
585212,0,644830,8441674,1,,,,,,
527597,1,582851,8458432,1,1,1,-27.555,-13.373,-26.6688,-7.31949
534034,0,527597,8544418,1,,,,,,
541017,1,599441,8615406,1,1,4,-29.4524,-13.6491,2.74785,-162.275
541017,0,585212,8653188,1,,,,,,
563211,0,629627,8711294,1,,,,,,
585212,1,534034,8850337,1,4,4,5.62833,-161.113,0.486228,-168.472
585212,0,644830,8855927,1,,,,,,
585212,1,629627,8905092,1,4,4,5.62833,-161.113,-1.16067,-162.983
585212,0,644830,9240893,1,,,,,,
644830,0,488928,9286158,1,,,,,,
629627,0,582851,9386339,1,,,,,,
527597,0,534034,9397663,1,,,,,,
563211,0,527597,9409176,1,,,,,,
527597,0,585212,9503440,1,,,,,,
629627,0,599441,9689806,1,,,,,,
599441,0,541017,9862807,1,,,,,,
527597,0,541017,9879345,1,,,,,,
541017,1,582851,9921458,1,1,1,-29.4524,-13.6491,-26.6688,-7.31949
629627,0,534034,9960277,1,,,,,,
582851,1,541017,10089293,1,1,1,-26.6688,-7.31949,-29.4524,-13.6491
585212,0,644830,10304971,1,,,,,,
582851,1,585212,10332671,1,1,4,-26.6688,-7.31949,5.62833,-161.113
644830,0,488928,10363238,1,,,,,,
602912,0,534449,10436141,1,,,,,,
515794,0,505965,10449234,1,,,,,,
629627,1,534449,10475109,1,4,2,-1.16067,-162.983,-24.0127,90.9734
477138,0,515794,10491217,1,,,,,,
544615,0,629627,10545616,1,,,,,,
515794,1,477138,10564216,1,4,3,6.71518,-165.251,-24.7171,-111.474
527597,0,582851,10574943,1,,,,,,
505965,1,639051,10582812,1,4,3,-3.88606,-166.186,-25.422,-111.678
477138,0,544615,10584513,1,,,,,,
534449,0,505965,10591475,1,,,,,,
544615,0,639051,10626591,1,,,,,,
572413,0,602912,10643744,1,,,,,,
515794,0,534449,10682653,1,,,,,,
602912,0,515794,10708046,1,,,,,,
599441,0,534034,10719247,1,,,,,,
602912,0,639051,10738685,1,,,,,,
582851,1,527597,10744257,1,1,1,-26.6688,-7.31949,-27.555,-13.373
582851,1,541017,10754288,1,1,1,-26.6688,-7.31949,-29.4524,-13.6491
582851,1,585212,10779478,1,1,4,-26.6688,-7.31949,5.62833,-161.113
544615,0,477138,10787213,1,,,,,,
572413,0,477138,10788656,1,,,,,,
572413,0,629627,10827522,1,,,,,,
644830,0,488928,10857107,1,,,,,,
602912,0,477138,10874051,1,,,,,,
541017,0,582851,10900665,1,,,,,,
602912,1,544615,10901482,1,1,2,-28.3801,-9.46184,-20.6565,91.7841
602912,0,629627,10927260,1,,,,,,
629627,1,477138,10934479,1,4,3,-1.16067,-162.983,-24.7171,-111.474
515794,0,602912,10952497,1,,,,,,
644830,0,488928,10963849,1,,,,,,
629627,1,515794,10965136,1,4,4,-1.16067,-162.983,6.71518,-165.251
644830,0,488928,10976634,1,,,,,,
477138,0,629627,11065871,1,,,,,,
541017,1,599441,11074863,1,1,4,-29.4524,-13.6491,2.74785,-162.275
534034,0,582851,11100226,1,,,,,,
505965,1,515794,11211138,1,4,4,-3.88606,-166.186,6.71518,-165.251
477138,0,639051,11259863,1,,,,,,
629627,0,563211,11287622,1,,,,,,
527597,0,541017,11293594,1,,,,,,
602912,1,534449,11319504,1,1,2,-28.3801,-9.46184,-24.0127,90.9734
505965,1,602912,11345084,1,4,1,-3.88606,-166.186,-28.3801,-9.46184
544615,0,639051,11361079,1,,,,,,
505965,1,544615,11376309,1,4,2,-3.88606,-166.186,-20.6565,91.7841
544615,0,639051,11398887,1,,,,,,
477138,0,534449,11457565,1,,,,,,
644830,0,585212,11489905,1,,,,,,
602912,0,515794,11521391,1,,,,,,
477138,0,544615,11577935,1,,,,,,
602912,0,515794,11595165,1,,,,,,
505965,1,534449,11595270,1,4,2,-3.88606,-166.186,-24.0127,90.9734
602912,0,629627,11618838,1,,,,,,
629627,1,639051,11628219,1,4,3,-1.16067,-162.983,-25.422,-111.678
572413,0,639051,11691816,1,,,,,,
515794,1,602912,11699884,1,4,1,6.71518,-165.251,-28.3801,-9.46184
602912,0,477138,11710502,1,,,,,,
515794,1,544615,11803196,1,4,2,6.71518,-165.251,-20.6565,91.7841
602912,0,534449,11817324,1,,,,,,
629627,1,602912,11962409,1,4,1,-1.16067,-162.983,-28.3801,-9.46184
505965,1,534449,11964814,1,4,2,-3.88606,-166.186,-24.0127,90.9734
505965,1,515794,11971387,1,4,4,-3.88606,-166.186,6.71518,-165.251
629627,1,505965,11985154,1,4,4,-1.16067,-162.983,-3.88606,-166.186
572413,0,505965,12014363,1,,,,,,
572413,0,544615,12062090,1,,,,,,
515794,1,505965,12076559,1,4,4,6.71518,-165.251,-3.88606,-166.186
602912,0,639051,12091739,1,,,,,,
572413,0,515794,12141521,1,,,,,,
515794,0,602912,12160102,1,,,,,,
505965,1,602912,12173431,1,4,1,-3.88606,-166.186,-28.3801,-9.46184
602912,0,629627,12228391,1,,,,,,
477138,0,505965,12269767,1,,,,,,
515794,1,505965,12289830,1,4,4,6.71518,-165.251,-3.88606,-166.186
629627,0,505965,12338685,1,,,,,,
477138,0,515794,12405920,1,,,,,,
629627,1,544615,12408293,1,4,2,-1.16067,-162.983,-20.6565,91.7841
572413,0,602912,12410059,1,,,,,,
572413,0,505965,12414409,1,,,,,,
629627,1,544615,12440413,1,4,2,-1.16067,-162.983,-20.6565,91.7841
534449,0,629627,12455753,1,,,,,,
544615,0,534449,12484354,1,,,,,,
505965,1,602912,12523901,1,4,1,-3.88606,-166.186,-28.3801,-9.46184
505965,1,629627,12540115,1,4,4,-3.88606,-166.186,-1.16067,-162.983
505965,1,477138,12550059,1,4,3,-3.88606,-166.186,-24.7171,-111.474
544615,0,602912,12565287,1,,,,,,
585212,0,644830,12572672,1,,,,,,
515794,0,629627,12598153,1,,,,,,
572413,0,515794,12602602,1,,,,,,
515794,0,544615,12623593,1,,,,,,
515794,0,629627,12653558,1,,,,,,
572413,0,602912,12694819,1,,,,,,
515794,0,602912,12712662,1,,,,,,
544615,0,639051,12756923,1,,,,,,
572413,0,544615,12763657,1,,,,,,
602912,0,534449,12827754,1,,,,,,
644830,2,487668,13302589,958,,,,,,
585212,3,487668,13302589,958,,,,,,
644830,2,487668,14314933,213,,,,,,
585212,3,487668,14314933,213,,,,,,
585212,0,644830,14709092,1,,,,,,
585212,0,644830,15791166,1,,,,,,
644830,2,487668,15936004,276,,,,,,
585212,3,487668,15936004,276,,,,,,
644830,2,487668,16227037,245,,,,,,
585212,3,487668,16227037,245,,,,,,
585212,0,644830,16266273,1,,,,,,
644830,2,487668,17764060,213,,,,,,
585212,3,487668,17764060,213,,,,,,
644830,2,487668,18425192,581,,,,,,
585212,3,487668,18425192,581,,,,,,
585212,0,644830,18661695,1,,,,,,
585212,0,644830,18662380,1,,,,,,
644830,2,487668,20170502,209,,,,,,
585212,3,487668,20170502,209,,,,,,
477138,1,639051,20842531,1,3,3,-24.7171,-111.474,-25.422,-111.678
477138,1,639051,20906802,1,3,3,-24.7171,-111.474,-25.422,-111.678
639051,0,629627,21116196,1,,,,,,
629627,0,477138,21201625,1,,,,,,
477138,1,629627,21334033,1,3,4,-24.7171,-111.474,-1.16067,-162.983
629627,0,477138,21338033,1,,,,,,
639051,0,477138,21545376,1,,,,,,
639051,0,602912,21573712,1,,,,,,
639051,0,477138,21585601,1,,,,,,
602912,1,629627,21606175,1,1,4,-28.3801,-9.46184,-1.16067,-162.983
629627,1,602912,21618588,1,4,1,-1.16067,-162.983,-28.3801,-9.46184
639051,1,629627,21644066,1,3,4,-25.422,-111.678,-1.16067,-162.983
477138,1,602912,21656472,1,3,1,-24.7171,-111.474,-28.3801,-9.46184
639051,0,477138,21679563,1,,,,,,
639051,0,629627,21703598,1,,,,,,
639051,0,602912,21707171,1,,,,,,
477138,1,602912,21718939,1,3,1,-24.7171,-111.474,-28.3801,-9.46184
639051,0,477138,21760367,1,,,,,,
639051,0,629627,21807202,1,,,,,,
602912,0,477138,21819818,1,,,,,,
629627,1,602912,21898652,1,4,1,-1.16067,-162.983,-28.3801,-9.46184
629627,0,602912,21912550,1,,,,,,
629627,1,639051,21938489,1,4,3,-1.16067,-162.983,-25.422,-111.678
629627,1,602912,21955909,1,4,1,-1.16067,-162.983,-28.3801,-9.46184
639051,1,602912,21981600,1,3,1,-25.422,-111.678,-28.3801,-9.46184
629627,1,477138,22142162,1,4,3,-1.16067,-162.983,-24.7171,-111.474
602912,1,639051,22207707,1,1,3,-28.3801,-9.46184,-25.422,-111.678
477138,1,639051,22211417,1,3,3,-24.7171,-111.474,-25.422,-111.678
602912,1,629627,22247115,1,1,4,-28.3801,-9.46184,-1.16067,-162.983
639051,1,602912,22248020,1,3,1,-25.422,-111.678,-28.3801,-9.46184
629627,6,657173,22264074,3,3,1,-25,-111,-29,-13
639051,1,629627,22334784,1,3,4,-25.422,-111.678,-1.16067,-162.983
629627,6,625756,22350474,7,4,3,1,-165,-25,-111
477138,0,639051,22399630,1,,,,,,
629627,0,602912,22420882,1,,,,,,
639051,0,477138,22422133,1,,,,,,
639051,0,477138,22451808,1,,,,,,
639051,0,629627,22462831,1,,,,,,
602912,1,639051,22475347,1,1,3,-28.3801,-9.46184,-25.422,-111.678
534034,6,657173,22523274,1,3,1,-25,-111,-29,-13
477138,0,602912,22530022,1,,,,,,
602912,0,477138,22531593,1,,,,,,
477138,1,629627,22536510,1,3,4,-24.7171,-111.474,-1.16067,-162.983
602912,0,477138,22554406,1,,,,,,
629627,0,639051,22576342,1,,,,,,
629627,0,639051,22663848,1,,,,,,
639051,1,477138,22665558,1,3,3,-25.422,-111.678,-24.7171,-111.474
602912,0,629627,22666112,1,,,,,,
602912,0,477138,22757505,1,,,,,,
477138,0,602912,22804809,1,,,,,,
602912,0,639051,22824279,1,,,,,,
602912,1,639051,22830587,1,1,3,-28.3801,-9.46184,-25.422,-111.678
602912,0,477138,22884475,1,,,,,,
629627,0,639051,22934478,1,,,,,,
629627,0,639051,22943918,1,,,,,,
477138,1,602912,22975397,1,3,1,-24.7171,-111.474,-28.3801,-9.46184
629627,1,602912,22997872,1,4,1,-1.16067,-162.983,-28.3801,-9.46184
629627,0,477138,23012151,1,,,,,,
602912,0,629627,23034767,1,,,,,,
629627,0,639051,23096951,1,,,,,,
639051,0,477138,23115416,1,,,,,,
477138,0,602912,23174900,1,,,,,,
639051,0,477138,23185940,1,,,,,,
534034,6,625756,23214474,5,4,3,1,-165,-25,-111
639051,0,602912,23246868,1,,,,,,
477138,0,629627,23248867,1,,,,,,
477138,0,629627,23282119,1,,,,,,
639051,1,629627,23282608,1,3,4,-25.422,-111.678,-1.16067,-162.983
477138,1,639051,23301338,1,3,3,-24.7171,-111.474,-25.422,-111.678
639051,1,477138,23309100,1,3,3,-25.422,-111.678,-24.7171,-111.474
639051,1,629627,23328537,1,3,4,-25.422,-111.678,-1.16067,-162.983
477138,1,629627,23329146,1,3,4,-24.7171,-111.474,-1.16067,-162.983
477138,1,602912,23336361,1,3,1,-24.7171,-111.474,-28.3801,-9.46184
639051,1,477138,23345203,1,3,3,-25.422,-111.678,-24.7171,-111.474
639051,0,629627,23357281,1,,,,,,
599441,6,657173,23387274,3,3,1,-25,-111,-29,-13
477138,1,639051,23387824,1,3,3,-24.7171,-111.474,-25.422,-111.678
639051,0,629627,23439733,1,,,,,,
477138,1,639051,23493997,1,3,3,-24.7171,-111.474,-25.422,-111.678
602912,0,629627,23510059,1,,,,,,
629627,1,639051,23555844,1,4,3,-1.16067,-162.983,-25.422,-111.678
602912,0,629627,23591447,1,,,,,,
629627,0,639051,23613478,1,,,,,,
629627,0,639051,23636603,1,,,,,,
585212,6,625756,23646474,5,4,3,1,-165,-25,-111
639051,0,629627,23700163,1,,,,,,
639051,0,477138,23764735,1,,,,,,
629627,1,477138,23795795,1,4,3,-1.16067,-162.983,-24.7171,-111.474
639051,1,629627,23822681,1,3,4,-25.422,-111.678,-1.16067,-162.983
629627,1,602912,23842037,1,4,1,-1.16067,-162.983,-28.3801,-9.46184
629627,1,477138,23881840,1,4,3,-1.16067,-162.983,-24.7171,-111.474
629627,0,639051,23885449,1,,,,,,
599441,6,625756,23905674,2,4,3,1,-165,-25,-111
639051,0,477138,24039351,1,,,,,,
477138,1,629627,24088607,1,3,4,-24.7171,-111.474,-1.16067,-162.983
477138,1,629627,24287043,1,3,4,-24.7171,-111.474,-1.16067,-162.983
629627,0,477138,24303471,1,,,,,,
477138,1,639051,24308317,1,3,3,-24.7171,-111.474,-25.422,-111.678
629627,0,639051,24390893,1,,,,,,
629627,1,534449,25070537,1,4,2,-1.16067,-162.983,-24.0127,90.9734
572413,0,629627,25077063,1,,,,,,
572413,0,505965,25078145,1,,,,,,
629627,1,515794,25080322,1,4,4,-1.16067,-162.983,6.71518,-165.251
505965,0,629627,25080457,1,,,,,,
505965,0,515794,25082206,1,,,,,,
629627,1,515794,25082444,1,4,4,-1.16067,-162.983,6.71518,-165.251
505965,0,515794,25083330,1,,,,,,
629627,1,505965,25085370,1,4,4,-1.16067,-162.983,-3.88606,-166.186
629627,1,515794,25088201,1,4,4,-1.16067,-162.983,6.71518,-165.251
572413,0,629627,25088973,1,,,,,,
629627,1,505965,25090157,1,4,4,-1.16067,-162.983,-3.88606,-166.186
505965,0,515794,25090730,1,,,,,,
572413,0,505965,25096246,1,,,,,,
629627,1,505965,25096422,1,4,4,-1.16067,-162.983,-3.88606,-166.186
629627,1,505965,25096676,1,4,4,-1.16067,-162.983,-3.88606,-166.186
629627,1,515794,25099662,1,4,4,-1.16067,-162.983,6.71518,-165.251
572413,0,629627,25102198,1,,,,,,
515794,0,505965,25106307,1,,,,,,
585212,6,509607,25115274,6,2,4,-22,91,1,-165
572413,0,515794,25119654,1,,,,,,
505965,0,515794,25120036,1,,,,,,
629627,0,505965,25122396,1,,,,,,
629627,0,515794,25124906,1,,,,,,
534449,0,544615,25126176,1,,,,,,
629627,1,534449,25126426,1,4,2,-1.16067,-162.983,-24.0127,90.9734
629627,0,505965,25127032,1,,,,,,
629627,0,505965,25127974,1,,,,,,
629627,1,505965,25128416,1,4,4,-1.16067,-162.983,-3.88606,-166.186
629627,1,505965,25129688,1,4,4,-1.16067,-162.983,-3.88606,-166.186
629627,0,515794,25129964,1,,,,,,
572413,0,505965,25130068,1,,,,,,
572413,0,505965,25135544,1,,,,,,
505965,0,629627,25138706,1,,,,,,
505965,0,515794,25138948,1,,,,,,
505965,0,629627,25139645,1,,,,,,
505965,0,629627,25139950,1,,,,,,
629627,1,515794,25142976,1,4,4,-1.16067,-162.983,6.71518,-165.251
629627,1,505965,25145869,1,4,4,-1.16067,-162.983,-3.88606,-166.186
515794,0,629627,25150110,1,,,,,,
572413,0,515794,25150124,1,,,,,,
629627,1,534449,25152027,1,4,2,-1.16067,-162.983,-24.0127,90.9734
505965,0,629627,25153698,1,,,,,,
505965,0,629627,25154779,1,,,,,,
544615,0,534449,25156869,1,,,,,,
534449,1,544615,25157304,1,2,2,-24.0127,90.9734,-20.6565,91.7841
534449,0,629627,25165451,1,,,,,,
534449,1,629627,25169659,1,2,4,-24.0127,90.9734,-1.16067,-162.983
629627,1,544615,25237137,1,4,2,-1.16067,-162.983,-20.6565,91.7841
534449,0,629627,25271522,1,,,,,,
534449,1,629627,25295649,1,2,4,-24.0127,90.9734,-1.16067,-162.983
534449,1,629627,25297793,1,2,4,-24.0127,90.9734,-1.16067,-162.983
544615,0,629627,25301697,1,,,,,,
544615,0,629627,25342520,1,,,,,,
534449,0,544615,25374490,1,,,,,,
544615,0,629627,25401849,1,,,,,,
534449,1,629627,25414057,1,2,4,-24.0127,90.9734,-1.16067,-162.983
534449,0,544615,25414331,1,,,,,,
534449,0,629627,25436062,1,,,,,,
544615,0,534449,25483276,1,,,,,,
629627,1,544615,25513507,1,4,2,-1.16067,-162.983,-20.6565,91.7841
629627,1,534449,25576317,1,4,2,-1.16067,-162.983,-24.0127,90.9734
534449,1,629627,25588871,1,2,4,-24.0127,90.9734,-1.16067,-162.983
534034,6,499467,25633674,1,1,2,-29,-13,-22,91
585212,6,499467,25633674,1,1,2,-29,-13,-22,91
534449,0,544615,25671680,1,,,,,,
534449,1,544615,25697695,1,2,2,-24.0127,90.9734,-20.6565,91.7841
534449,1,629627,25701216,1,2,4,-24.0127,90.9734,-1.16067,-162.983
629627,6,499467,25720074,1,1,2,-29,-13,-22,91
534034,6,509607,25720074,1,2,4,-22,91,1,-165
534449,1,629627,25731350,1,2,4,-24.0127,90.9734,-1.16067,-162.983
534449,1,629627,25732566,1,2,4,-24.0127,90.9734,-1.16067,-162.983
544615,0,534449,25748798,1,,,,,,
629627,1,534449,25775624,1,4,2,-1.16067,-162.983,-24.0127,90.9734
544615,0,534449,25824899,1,,,,,,
534449,0,629627,25866331,1,,,,,,
629627,1,544615,25867283,1,4,2,-1.16067,-162.983,-20.6565,91.7841
534449,1,544615,25869591,1,2,2,-24.0127,90.9734,-20.6565,91.7841
629627,1,544615,25877029,1,4,2,-1.16067,-162.983,-20.6565,91.7841
534449,1,544615,25963428,1,2,2,-24.0127,90.9734,-20.6565,91.7841
534449,1,544615,25969258,1,2,2,-24.0127,90.9734,-20.6565,91.7841
599441,6,499467,25979274,1,1,2,-29,-13,-22,91
534449,1,629627,25982184,1,2,4,-24.0127,90.9734,-1.16067,-162.983
544615,0,534449,25995369,1,,,,,,
534449,1,544615,26004350,1,2,2,-24.0127,90.9734,-20.6565,91.7841
534449,1,629627,26069795,1,2,4,-24.0127,90.9734,-1.16067,-162.983
544615,0,534449,26094730,1,,,,,,
629627,6,509607,26152074,2,2,4,-22,91,1,-165
544615,0,534449,26191809,1,,,,,,
599441,6,509607,26238474,5,2,4,-22,91,1,-165
534449,0,544615,26269047,1,,,,,,
534449,0,544615,26277178,1,,,,,,
572391,6,509607,26584074,4,2,4,-22,91,1,-165
542965,6,509607,26756874,2,2,4,-22,91,1,-165
635665,6,625756,27793674,4,0,3,33,-41,-25,-111
538892,6,509607,28225674,3,2,4,-22,91,1,-165
464459,6,625756,28312074,4,0,3,33,-41,-25,-111
568093,6,499467,28657674,5,3,2,-25,-111,-22,91
568093,6,625756,29089674,2,0,3,33,-41,-25,-111
635665,6,499467,29262474,3,3,2,-25,-111,-22,91
464459,6,499467,29780874,5,3,2,-25,-111,-22,91
604021,5,630626,31536000,2258.44,,,,,,
604021,5,536346,31536000,561.5,,,,,,
510031,5,604021,31536000,113.92,,,,,,
604021,5,520660,31536000,881.17,,,,,,
552988,5,604021,31536000,7756.23,,,,,,
604021,5,527449,31536000,134.84,,,,,,
604021,5,459381,31536000,193.22,,,,,,
604021,5,595298,31536000,355.82,,,,,,
604021,5,466907,31536000,209.22,,,,,,
604021,5,577992,31536000,31.35,,,,,,
604021,5,580426,31536000,132.22,,,,,,
604021,5,595581,31536000,421.43,,,,,,
604021,5,616315,31536000,234.74,,,,,,
604021,5,503701,31536000,176.53,,,,,,
604021,5,571970,31536000,84.22,,,,,,
604021,5,644226,31536000,766.83,,,,,,
604021,5,632961,31536000,92.79,,,,,,
604021,5,473173,31536000,1234.6,,,,,,
604021,5,620120,31536000,473.95,,,,,,
604021,5,575030,31536000,1236.75,,,,,,
604021,5,621924,31536000,658.78,,,,,,
533094,5,640784,31536000,318.41,,,,,,
533094,5,630626,31536000,3402.76,,,,,,
533094,5,536346,31536000,285.79,,,,,,
510031,5,533094,31536000,26.94,,,,,,
533094,5,520660,31536000,2267.78,,,,,,
